,Player ID,First Name,Last Name,Year,AB,H,HR,RBI,SO,POS,Adjusted Salary,BA
12179,ingebr01,Brandon,Inge,2007,508,120,14,71.0,150.0,C,5671954,0.236
12181,ingebr01,Brandon,Inge,2009,562,129,27,84.0,170.0,C,7047941,0.23
12182,ingebr01,Brandon,Inge,2010,514,127,13,70.0,134.0,C,7264401,0.247
12237,iwamuak01,Akinori,Iwamura,2008,627,172,6,48.0,131.0,2B,2675377,0.274
12242,izturce01,Cesar,Izturis,2003,558,140,1,40.0,70.0,2B,436969,0.251
12243,izturce01,Cesar,Izturis,2004,670,193,4,62.0,70.0,2B,455492,0.288
12265,jacksau01,Austin,Jackson,2010,618,181,4,41.0,170.0,OF,440267,0.293
12266,jacksau01,Austin,Jackson,2011,591,147,10,45.0,181.0,OF,469474,0.249
12267,jacksau01,Austin,Jackson,2012,543,163,16,66.0,134.0,OF,522677,0.3
12268,jacksau01,Austin,Jackson,2013,552,150,12,49.0,129.0,OF,3605921,0.272
12276,jacksbo01,Bo,Jackson,1989,515,132,32,105.0,172.0,OF,1180680,0.256
12284,jacksco01,Conor,Jackson,2008,540,162,12,75.0,61.0,1B,467634,0.3
12309,jacksda03,Darrin,Jackson,1992,587,146,17,70.0,106.0,OF,1377089,0.249
12366,jacobbr01,Brook,Jacoby,1985,606,166,20,87.0,120.0,3B,312277,0.274
12367,jacobbr01,Brook,Jacoby,1986,583,168,17,80.0,137.0,3B,958057,0.288
12368,jacobbr01,Brook,Jacoby,1987,540,162,32,69.0,73.0,3B,1294052,0.3
12369,jacobbr01,Brook,Jacoby,1988,552,133,9,49.0,101.0,3B,1648400,0.241
12370,jacobbr01,Brook,Jacoby,1989,519,141,13,64.0,90.0,3B,1862958,0.272
12371,jacobbr01,Brook,Jacoby,1990,553,162,14,75.0,58.0,3B,1813366,0.293
12386,jahajo01,John,Jaha,1993,515,136,19,70.0,109.0,1B,195992,0.264
12389,jahajo01,John,Jaha,1996,543,163,34,118.0,118.0,1B,1682649,0.3
12400,jamesch02,Chris,James,1988,566,137,19,66.0,73.0,OF,279974,0.242
12403,jamesch02,Chris,James,1990,528,158,12,70.0,71.0,OF,1028339,0.299
12486,jayjo02,Jon,Jay,2013,548,151,7,67.0,103.0,OF,539858,0.276
12493,jeffegr01,Gregg,Jefferies,1989,508,131,12,56.0,46.0,2B,194522,0.258
12494,jeffegr01,Gregg,Jefferies,1990,604,171,15,68.0,40.0,2B,367264,0.283
12496,jeffegr01,Gregg,Jefferies,1992,604,172,10,75.0,29.0,2B,1967270,0.285
12497,jeffegr01,Gregg,Jefferies,1993,544,186,16,83.0,32.0,2B,4401512,0.342
12533,jenkige01,Geoff,Jenkins,2000,512,155,34,94.0,135.0,OF,393043,0.303
12537,jenkige01,Geoff,Jenkins,2004,617,163,27,93.0,152.0,OF,11101435,0.264
12538,jenkige01,Geoff,Jenkins,2005,538,157,25,86.0,138.0,OF,9012039,0.292
12551,jennide01,Desmond,Jennings,2012,505,124,13,47.0,120.0,OF,508983,0.246
12552,jennide01,Desmond,Jennings,2013,527,133,14,54.0,115.0,OF,516986,0.252
12585,jeterde01,Derek,Jeter,1996,582,183,10,78.0,102.0,SS,198859,0.314
12586,jeterde01,Derek,Jeter,1997,654,190,10,70.0,125.0,SS,822454,0.291
12587,jeterde01,Derek,Jeter,1998,626,203,19,84.0,119.0,SS,1104327,0.324
12588,jeterde01,Derek,Jeter,1999,627,219,24,102.0,116.0,SS,7203091,0.349
12589,jeterde01,Derek,Jeter,2000,593,201,15,73.0,99.0,SS,13937689,0.339
12590,jeterde01,Derek,Jeter,2001,614,191,21,74.0,99.0,SS,17075597,0.311
12591,jeterde01,Derek,Jeter,2002,644,191,18,75.0,114.0,SS,19478056,0.297
12593,jeterde01,Derek,Jeter,2004,643,188,23,78.0,99.0,SS,23632240,0.292
12594,jeterde01,Derek,Jeter,2005,654,202,19,70.0,117.0,SS,24086724,0.309
12595,jeterde01,Derek,Jeter,2006,623,214,14,97.0,102.0,SS,24524525,0.343
12596,jeterde01,Derek,Jeter,2007,639,206,12,73.0,100.0,SS,25002900,0.322
12597,jeterde01,Derek,Jeter,2008,596,179,11,69.0,85.0,SS,24078397,0.3
12598,jeterde01,Derek,Jeter,2009,634,212,18,66.0,90.0,SS,24164369,0.334
12599,jeterde01,Derek,Jeter,2010,663,179,10,67.0,106.0,SS,24875070,0.27
12600,jeterde01,Derek,Jeter,2011,546,162,6,61.0,81.0,SS,15716041,0.297
12601,jeterde01,Derek,Jeter,2012,683,216,15,58.0,90.0,SS,16442753,0.316
12603,jeterde01,Derek,Jeter,2014,581,149,4,50.0,87.0,SS,12165805,0.256
12611,jimenda01,D'Angelo,Jimenez,2004,563,152,12,67.0,99.0,2B,2051939,0.27
12636,johjike01,Kenji,Johjima,2006,506,147,18,76.0,46.0,C,6468442,0.291
12666,johnsch05,Chris,Johnson,2013,514,165,12,68.0,116.0,3B,2356727,0.321
12667,johnsch05,Chris,Johnson,2014,582,153,10,58.0,159.0,3B,4815631,0.263
12698,johnsho01,Howard,Johnson,1987,554,147,36,99.0,113.0,3B,628539,0.265
12700,johnsho01,Howard,Johnson,1989,571,164,36,101.0,126.0,3B,1495205,0.287
12701,johnsho01,Howard,Johnson,1990,590,144,23,90.0,100.0,3B,3060532,0.244
12702,johnsho01,Howard,Johnson,1991,564,146,38,117.0,120.0,3B,3818027,0.259
12752,johnske05,Kelly,Johnson,2007,521,144,16,68.0,117.0,OF,439866,0.276
12753,johnske05,Kelly,Johnson,2008,547,157,12,69.0,113.0,OF,479338,0.287
12755,johnske05,Kelly,Johnson,2010,585,166,26,71.0,148.0,OF,2586567,0.284
12758,johnske05,Kelly,Johnson,2012,507,114,16,55.0,159.0,OF,6664132,0.225
12770,johnsla03,Lance,Johnson,1990,541,154,1,51.0,45.0,OF,183632,0.285
12771,johnsla03,Lance,Johnson,1991,588,161,0,49.0,58.0,OF,678434,0.274
12772,johnsla03,Lance,Johnson,1992,567,158,3,47.0,33.0,OF,906655,0.279
12773,johnsla03,Lance,Johnson,1993,540,168,0,47.0,33.0,OF,3764815,0.311
12775,johnsla03,Lance,Johnson,1995,607,186,10,57.0,31.0,OF,4199598,0.306
12776,johnsla03,Lance,Johnson,1996,682,227,9,69.0,40.0,OF,4153085,0.333
12828,johnsre02,Reed,Johnson,2004,537,145,10,61.0,98.0,OF,404035,0.27
12865,jonesad01,Adam,Jones,2010,581,165,19,69.0,119.0,OF,511810,0.284
12866,jonesad01,Adam,Jones,2011,567,159,25,83.0,113.0,OF,3467708,0.28
12867,jonesad01,Adam,Jones,2012,648,186,32,82.0,126.0,OF,6428927,0.287
12868,jonesad01,Adam,Jones,2013,653,186,33,108.0,136.0,OF,9100657,0.285
12869,jonesad01,Adam,Jones,2014,644,181,29,96.0,133.0,OF,13179622,0.281
12870,jonesad01,Adam,Jones,2015,546,147,27,82.0,102.0,OF,13501535,0.269
12871,jonesad01,Adam,Jones,2016,619,164,29,83.0,115.0,OF,16329674,0.265
12874,jonesan01,Andruw,Jones,1998,582,158,31,90.0,129.0,OF,316574,0.271
12875,jonesan01,Andruw,Jones,1999,592,163,26,84.0,103.0,OF,475404,0.275
12876,jonesan01,Andruw,Jones,2000,656,199,36,104.0,100.0,OF,5156945,0.303
12877,jonesan01,Andruw,Jones,2001,625,157,34,104.0,142.0,OF,11112690,0.251
12878,jonesan01,Andruw,Jones,2002,560,148,35,94.0,135.0,OF,13341134,0.264
12879,jonesan01,Andruw,Jones,2003,595,165,36,116.0,125.0,OF,15652630,0.277
12880,jonesan01,Andruw,Jones,2004,570,149,29,91.0,147.0,OF,15881882,0.261
12881,jonesan01,Andruw,Jones,2005,586,154,51,128.0,112.0,OF,15975888,0.263
12882,jonesan01,Andruw,Jones,2006,565,148,41,129.0,127.0,OF,16071897,0.262
12883,jonesan01,Andruw,Jones,2007,572,127,26,94.0,138.0,OF,16205583,0.222
12919,jonesch06,Chipper,Jones,1995,524,139,23,86.0,99.0,SS,179533,0.265
12920,jonesch06,Chipper,Jones,1996,598,185,30,110.0,88.0,SS,1261987,0.309
12921,jonesch06,Chipper,Jones,1997,597,176,21,111.0,88.0,SS,2280440,0.295
12922,jonesch06,Chipper,Jones,1998,601,188,34,107.0,93.0,SS,3754711,0.313
12923,jonesch06,Chipper,Jones,1999,567,181,45,110.0,94.0,SS,6014581,0.319
12924,jonesch06,Chipper,Jones,2000,579,180,36,111.0,64.0,SS,6620402,0.311
12925,jonesch06,Chipper,Jones,2001,572,189,38,102.0,82.0,SS,14003796,0.33
12926,jonesch06,Chipper,Jones,2002,548,179,26,100.0,89.0,SS,15119951,0.327
12927,jonesch06,Chipper,Jones,2003,555,169,27,106.0,83.0,SS,17391811,0.305
12931,jonesch06,Chipper,Jones,2007,513,173,29,102.0,75.0,SS,14276347,0.337
12957,jonesga02,Garrett,Jones,2010,592,146,21,86.0,123.0,1B,467783,0.247
12964,jonesja04,Jacque,Jones,2000,523,149,19,76.0,111.0,OF,313598,0.285
12966,jonesja04,Jacque,Jones,2002,577,173,27,85.0,129.0,OF,416910,0.3
12967,jonesja04,Jacque,Jones,2003,517,157,16,69.0,105.0,OF,3587061,0.304
12968,jonesja04,Jacque,Jones,2004,555,141,24,80.0,117.0,OF,5526895,0.254
12969,jonesja04,Jacque,Jones,2005,523,130,23,73.0,120.0,OF,6144572,0.249
13031,jordabr01,Brian,Jordan,1996,513,159,17,104.0,84.0,OF,3824203,0.31
13033,jordabr01,Brian,Jordan,1998,564,178,25,91.0,66.0,OF,5448012,0.316
13034,jordabr01,Brian,Jordan,1999,576,163,23,115.0,81.0,OF,6626844,0.283
13036,jordabr01,Brian,Jordan,2001,560,165,25,97.0,88.0,OF,12332375,0.295
13049,jordari02,Ricky,Jordan,1989,523,149,12,75.0,62.0,1B,183876,0.285
13065,josefe01,Felix,Jose,1991,568,173,8,77.0,113.0,OF,281947,0.305
13066,josefe01,Felix,Jose,1992,509,150,14,75.0,100.0,OF,538861,0.295
13079,joynewa01,Wally,Joyner,1986,593,172,22,100.0,58.0,1B,142340,0.29
13080,joynewa01,Wally,Joyner,1987,564,161,34,117.0,64.0,1B,380293,0.285
13081,joynewa01,Wally,Joyner,1988,597,176,13,85.0,51.0,1B,689792,0.295
13082,joynewa01,Wally,Joyner,1989,593,167,16,79.0,58.0,1B,1780697,0.282
13084,joynewa01,Wally,Joyner,1991,551,166,21,96.0,66.0,1B,3700548,0.301
13085,joynewa01,Wally,Joyner,1992,572,154,9,66.0,50.0,1B,7184814,0.269
13128,justida01,David,Justice,1993,585,158,40,120.0,90.0,OF,3114278,0.27
13133,justida01,David,Justice,1998,540,151,21,88.0,98.0,OF,9570831,0.28
13194,karroer01,Eric,Karros,1992,545,140,20,88.0,103.0,1B,212123,0.257
13195,karroer01,Eric,Karros,1993,619,153,23,80.0,82.0,1B,722512,0.247
13197,karroer01,Eric,Karros,1995,551,164,32,105.0,115.0,1B,3700895,0.298
13198,karroer01,Eric,Karros,1996,608,158,34,111.0,121.0,1B,4818496,0.26
13199,karroer01,Eric,Karros,1997,628,167,31,104.0,116.0,1B,6729168,0.266
13200,karroer01,Eric,Karros,1998,507,150,23,87.0,93.0,1B,6625960,0.296
13201,karroer01,Eric,Karros,1999,578,176,34,112.0,119.0,1B,7923400,0.304
13202,karroer01,Eric,Karros,2000,584,146,31,106.0,122.0,1B,7491508,0.25
13204,karroer01,Eric,Karros,2002,524,142,13,73.0,74.0,1B,9172030,0.271
13251,kearnau01,Austin,Kearns,2007,587,156,16,74.0,106.0,OF,4051396,0.266
13293,kellyro01,Roberto,Kelly,1990,641,183,15,61.0,148.0,OF,486625,0.285
13295,kellyro01,Roberto,Kelly,1992,580,158,10,66.0,96.0,OF,3677940,0.272
13308,kempma01,Matt,Kemp,2008,606,176,18,76.0,153.0,OF,452585,0.29
13309,kempma01,Matt,Kemp,2009,606,180,26,101.0,139.0,OF,522443,0.297
13310,kempma01,Matt,Kemp,2010,602,150,28,89.0,170.0,OF,4402667,0.249
13311,kempma01,Matt,Kemp,2011,602,195,39,126.0,159.0,OF,7575608,0.324
13314,kempma01,Matt,Kemp,2014,541,155,25,89.0,145.0,OF,21290159,0.287
13315,kempma01,Matt,Kemp,2015,596,158,23,100.0,147.0,OF,21518071,0.265
13322,kendaja01,Jason,Kendall,1998,535,175,12,75.0,51.0,C,883461,0.327
13324,kendaja01,Jason,Kendall,2000,579,185,14,58.0,79.0,C,3135980,0.32
13325,kendaja01,Jason,Kendall,2001,606,161,10,53.0,48.0,C,6911551,0.266
13326,kendaja01,Jason,Kendall,2002,545,154,3,44.0,29.0,C,8767031,0.283
13327,kendaja01,Jason,Kendall,2003,587,191,6,58.0,40.0,C,11180451,0.325
13328,kendaja01,Jason,Kendall,2004,574,183,3,51.0,41.0,C,10890434,0.319
13329,kendaja01,Jason,Kendall,2005,601,163,0,53.0,39.0,C,12991382,0.271
13330,kendaja01,Jason,Kendall,2006,552,163,1,50.0,54.0,C,13681892,0.295
13333,kendaja01,Jason,Kendall,2008,516,127,2,49.0,45.0,C,4737648,0.246
13339,kendrho01,Howie,Kendrick,2010,616,172,10,75.0,94.0,1B,1926167,0.279
13340,kendrho01,Howie,Kendrick,2011,537,153,18,63.0,119.0,1B,3521057,0.285
13341,kendrho01,Howie,Kendrick,2012,550,158,8,67.0,115.0,1B,5069967,0.287
13343,kendrho01,Howie,Kendrick,2014,617,181,7,75.0,110.0,1B,9479190,0.293
13354,kennead01,Adam,Kennedy,2000,598,159,9,72.0,73.0,2B,282238,0.266
13384,kennete02,Terry,Kennedy,1985,532,139,10,74.0,102.0,C,1940577,0.261
13386,kennete02,Terry,Kennedy,1987,512,128,18,62.0,112.0,C,2154992,0.25
13404,kentje01,Jeff,Kent,1997,580,145,29,121.0,133.0,1B,3925348,0.25
13405,kentje01,Jeff,Kent,1998,526,156,31,128.0,110.0,1B,5006281,0.297
13406,kentje01,Jeff,Kent,1999,511,148,23,101.0,112.0,1B,8283555,0.29
13407,kentje01,Jeff,Kent,2000,587,196,33,125.0,107.0,1B,8362613,0.334
13408,kentje01,Jeff,Kent,2001,607,181,22,106.0,96.0,1B,8131237,0.298
13409,kentje01,Jeff,Kent,2002,623,195,37,108.0,101.0,1B,8004680,0.313
13410,kentje01,Jeff,Kent,2003,505,150,22,93.0,85.0,1B,9782894,0.297
13411,kentje01,Jeff,Kent,2004,540,156,27,107.0,96.0,1B,12705506,0.289
13412,kentje01,Jeff,Kent,2005,553,160,29,105.0,85.0,1B,9032522,0.289
13422,keppije01,Jeff,Keppinger,2010,514,148,6,59.0,36.0,2B,1265767,0.288
13475,kiermke01,Kevin,Kiermaier,2015,505,133,10,40.0,95.0,OF,520282,0.263
13538,kingje01,Jeff,King,1993,611,180,9,98.0,54.0,1B,1121140,0.295
13541,kingje01,Jeff,King,1996,591,160,30,111.0,95.0,1B,3824203,0.271
13542,kingje01,Jeff,King,1997,543,129,28,112.0,96.0,1B,3738427,0.238
13546,kingmda01,Dave,Kingman,1985,592,141,30,91.0,114.0,1B,2425721,0.238
13547,kingmda01,Dave,Kingman,1986,561,118,35,94.0,126.0,1B,1598587,0.21
13570,kinslia01,Ian,Kinsler,2008,518,165,18,71.0,67.0,2B,780318,0.319
13571,kinslia01,Ian,Kinsler,2009,566,143,31,86.0,77.0,2B,3579906,0.253
13573,kinslia01,Ian,Kinsler,2011,620,158,32,77.0,71.0,2B,6615320,0.255
13574,kinslia01,Ian,Kinsler,2012,655,168,19,72.0,90.0,2B,7526549,0.256
13575,kinslia01,Ian,Kinsler,2013,545,151,13,72.0,59.0,2B,13393420,0.277
13576,kinslia01,Ian,Kinsler,2014,684,188,17,92.0,79.0,2B,16221073,0.275
13577,kinslia01,Ian,Kinsler,2015,624,185,11,73.0,80.0,2B,16201842,0.296
13578,kinslia01,Ian,Kinsler,2016,618,178,28,83.0,115.0,2B,14000000,0.288
13584,kipnija01,Jason,Kipnis,2012,591,152,14,76.0,109.0,2B,503965,0.257
13585,kipnija01,Jason,Kipnis,2013,564,160,17,84.0,143.0,2B,524816,0.284
13587,kipnija01,Jason,Kipnis,2015,565,171,9,52.0,107.0,2B,4219229,0.303
13588,kipnija01,Jason,Kipnis,2016,610,168,23,82.0,146.0,2B,6166667,0.275
13621,kleskry01,Ryan,Klesko,1996,528,149,34,93.0,129.0,1B,481850,0.282
13626,kleskry01,Ryan,Klesko,2001,538,154,30,113.0,89.0,1B,7792435,0.286
13627,kleskry01,Ryan,Klesko,2002,540,162,29,95.0,86.0,1B,8004680,0.3
13668,knighra01,Ray,Knight,1987,563,144,14,65.0,90.0,3B,1267643,0.256
13670,knoblch01,Chuck,Knoblauch,1992,600,178,2,56.0,60.0,2B,555968,0.297
13671,knoblch01,Chuck,Knoblauch,1993,602,167,2,41.0,44.0,2B,847084,0.277
13673,knoblch01,Chuck,Knoblauch,1995,538,179,11,63.0,95.0,2B,4704862,0.333
13674,knoblch01,Chuck,Knoblauch,1996,578,197,13,72.0,74.0,2B,7143612,0.341
13675,knoblch01,Chuck,Knoblauch,1997,611,178,9,58.0,84.0,2B,9196530,0.291
13676,knoblch01,Chuck,Knoblauch,1998,603,160,17,64.0,70.0,2B,8834613,0.265
13677,knoblch01,Chuck,Knoblauch,1999,603,176,18,68.0,57.0,2B,8643709,0.292
13679,knoblch01,Chuck,Knoblauch,2001,521,130,9,44.0,73.0,2B,8131237,0.25
13727,konerpa01,Paul,Konerko,1999,513,151,24,81.0,68.0,1B,309733,0.294
13728,konerpa01,Paul,Konerko,2000,524,156,21,97.0,72.0,1B,425100,0.298
13729,konerpa01,Paul,Konerko,2001,582,164,32,99.0,89.0,1B,3116974,0.282
13730,konerpa01,Paul,Konerko,2002,570,173,27,104.0,72.0,1B,5069631,0.304
13732,konerpa01,Paul,Konerko,2004,563,156,41,117.0,107.0,1B,10164404,0.277
13733,konerpa01,Paul,Konerko,2005,575,163,40,100.0,109.0,1B,10753002,0.283
13734,konerpa01,Paul,Konerko,2006,566,177,35,113.0,104.0,1B,14286131,0.313
13735,konerpa01,Paul,Konerko,2007,549,142,31,90.0,102.0,1B,13890500,0.259
13737,konerpa01,Paul,Konerko,2009,546,151,28,88.0,89.0,1B,13424649,0.277
13738,konerpa01,Paul,Konerko,2010,548,171,39,111.0,110.0,1B,13208002,0.312
13739,konerpa01,Paul,Konerko,2011,543,163,31,105.0,89.0,1B,12803845,0.3
13740,konerpa01,Paul,Konerko,2012,533,159,26,75.0,83.0,1B,12544248,0.298
13755,koskico01,Corey,Koskie,2001,562,155,26,103.0,118.0,3B,406562,0.276
13770,kotsama01,Mark,Kotsay,1998,578,161,11,68.0,61.0,OF,251786,0.279
13772,kotsama01,Mark,Kotsay,2000,530,158,12,57.0,46.0,OF,451581,0.298
13774,kotsama01,Mark,Kotsay,2002,578,169,17,61.0,89.0,OF,4069046,0.292
13776,kotsama01,Mark,Kotsay,2004,606,190,15,63.0,70.0,OF,6988028,0.314
13777,kotsama01,Mark,Kotsay,2005,582,163,15,82.0,51.0,OF,7987944,0.28
13778,kotsama01,Mark,Kotsay,2006,502,138,7,59.0,55.0,OF,8333576,0.275
13795,kouzmke01,Kevin,Kouzmanoff,2008,624,162,23,84.0,139.0,3B,457044,0.26
13796,kouzmke01,Kevin,Kouzmanoff,2009,529,135,18,88.0,106.0,3B,483735,0.255
13797,kouzmke01,Kevin,Kouzmanoff,2010,551,136,16,71.0,96.0,3B,3412067,0.247
13860,krukjo01,John,Kruk,1991,538,158,21,92.0,100.0,1B,2070545,0.294
13861,krukjo01,John,Kruk,1992,507,164,10,70.0,88.0,1B,4020074,0.323
13862,krukjo01,John,Kruk,1993,535,169,14,85.0,87.0,1B,4069323,0.316
13873,kubelja01,Jason,Kubel,2009,514,154,28,103.0,106.0,OF,3076482,0.3
13874,kubelja01,Jason,Kubel,2010,518,129,21,92.0,116.0,OF,4512734,0.249
13876,kubelja01,Jason,Kubel,2012,506,128,30,90.0,151.0,OF,7840155,0.253
13966,lambja01,Jake,Lamb,2016,523,130,29,91.0,154.0,3B,520300,0.249
14016,laneja01,Jason,Lane,2005,517,138,26,78.0,105.0,OF,423975,0.267
14046,lankfra01,Ray,Lankford,1991,566,142,9,69.0,114.0,OF,220271,0.251
14047,lankfra01,Ray,Lankford,1992,598,175,20,86.0,147.0,OF,393454,0.293
14051,lankfra01,Ray,Lankford,1996,545,150,21,86.0,133.0,OF,3696730,0.275
14053,lankfra01,Ray,Lankford,1998,533,156,31,105.0,151.0,OF,6871367,0.293
14066,lansfca01,Carney,Lansford,1986,591,168,19,72.0,51.0,3B,2627814,0.284
14067,lansfca01,Carney,Lansford,1987,554,160,19,76.0,44.0,3B,2746559,0.289
14068,lansfca01,Carney,Lansford,1988,556,155,7,57.0,35.0,3B,2637440,0.279
14069,lansfca01,Carney,Lansford,1989,551,185,2,52.0,25.0,3B,2661368,0.336
14070,lansfca01,Carney,Lansford,1990,507,136,3,50.0,50.0,3B,2341308,0.268
14076,lansimi01,Mike,Lansing,1996,641,183,11,53.0,85.0,2B,481850,0.285
14077,lansimi01,Mike,Lansing,1997,572,161,20,70.0,92.0,2B,4037501,0.281
14078,lansimi01,Mike,Lansing,1998,584,161,12,66.0,88.0,2B,5816121,0.276
14097,larkiba01,Barry,Larkin,1988,588,174,12,56.0,24.0,2B,258672,0.296
14099,larkiba01,Barry,Larkin,1990,614,185,7,67.0,49.0,2B,1377240,0.301
14101,larkiba01,Barry,Larkin,1992,533,162,12,78.0,58.0,2B,7441414,0.304
14105,larkiba01,Barry,Larkin,1996,517,154,33,89.0,52.0,2B,8719184,0.298
14107,larkiba01,Barry,Larkin,1998,538,166,17,72.0,69.0,2B,7803909,0.309
14108,larkiba01,Barry,Larkin,1999,583,171,12,75.0,57.0,2B,7635277,0.293
14111,larkiba01,Barry,Larkin,2002,507,124,7,47.0,57.0,2B,12007021,0.245
14114,larkige01,Gene,Larkin,1988,505,135,8,70.0,55.0,1B,168390,0.267
14123,larocad01,Adam,LaRoche,2007,563,153,21,88.0,131.0,1B,3704133,0.272
14128,larocad01,Adam,LaRoche,2010,560,146,25,100.0,172.0,1B,4953001,0.261
14130,larocad01,Adam,LaRoche,2012,571,155,33,100.0,138.0,1B,8362832,0.271
14131,larocad01,Adam,LaRoche,2013,511,121,20,62.0,131.0,1B,10302631,0.237
14136,larocan01,Andy,LaRoche,2009,524,135,12,64.0,84.0,3B,462591,0.258
14200,lawribr01,Brett,Lawrie,2015,562,146,16,60.0,144.0,3B,1949284,0.26
14207,lawtoma02,Matt,Lawton,1998,557,155,21,77.0,64.0,OF,316574,0.278
14209,lawtoma02,Matt,Lawton,2000,561,171,13,88.0,63.0,OF,2787538,0.305
14214,lawtoma02,Matt,Lawton,2004,591,164,20,70.0,84.0,OF,9211492,0.277
14219,lawva01,Vance,Law,1985,519,138,10,52.0,96.0,2B,836456,0.266
14222,lawva01,Vance,Law,1988,556,163,11,78.0,79.0,2B,760800,0.293
14309,leeca01,Carlos,Lee,2000,572,172,24,92.0,94.0,1B,383286,0.301
14310,leeca01,Carlos,Lee,2001,558,150,24,84.0,85.0,1B,542082,0.269
14312,leeca01,Carlos,Lee,2003,623,181,31,113.0,91.0,1B,5478421,0.291
14313,leeca01,Carlos,Lee,2004,591,180,31,99.0,86.0,1B,8258579,0.305
14314,leeca01,Carlos,Lee,2005,618,164,32,114.0,87.0,1B,9831316,0.265
14317,leeca01,Carlos,Lee,2007,627,190,32,119.0,63.0,1B,13311729,0.303
14319,leeca01,Carlos,Lee,2009,610,183,26,102.0,51.0,1B,21255695,0.3
14320,leeca01,Carlos,Lee,2010,605,149,24,89.0,59.0,1B,20912669,0.246
14321,leeca01,Carlos,Lee,2011,585,161,18,94.0,60.0,1B,20272754,0.275
14344,leede02,Derrek,Lee,2001,561,158,21,75.0,126.0,1B,508202,0.282
14345,leede02,Derrek,Lee,2002,581,157,27,86.0,164.0,1B,3602106,0.27
14346,leede02,Derrek,Lee,2003,539,146,31,92.0,131.0,1B,5543640,0.271
14347,leede02,Derrek,Lee,2004,605,168,32,98.0,128.0,1B,7835062,0.278
14348,leede02,Derrek,Lee,2005,594,199,46,107.0,109.0,1B,9421678,0.335
14350,leede02,Derrek,Lee,2007,567,180,22,82.0,114.0,1B,15337427,0.317
14351,leede02,Derrek,Lee,2008,623,181,20,90.0,119.0,1B,14770313,0.291
14352,leede02,Derrek,Lee,2009,532,163,35,111.0,109.0,1B,14823050,0.306
14367,leetr01,Travis,Lee,1998,562,151,22,72.0,123.0,1B,250314,0.269
14371,leetr01,Travis,Lee,2001,555,143,20,90.0,109.0,1B,1084165,0.258
14372,leetr01,Travis,Lee,2002,536,142,13,70.0,104.0,1B,4002340,0.265
14373,leetr01,Travis,Lee,2003,542,149,19,70.0,97.0,1B,652193,0.275
14449,lemahdj01,DJ,LeMahieu,2015,564,170,6,61.0,107.0,1B,524028,0.301
14450,lemahdj01,DJ,LeMahieu,2016,552,192,11,66.0,80.0,1B,3000000,0.348
14461,lemonch01,Chet,Lemon,1985,517,137,18,68.0,93.0,3B,1494467,0.265
14464,lemonch01,Chet,Lemon,1988,512,135,17,64.0,65.0,3B,1681005,0.264
14472,leonaje01,Jeffrey,Leonard,1985,507,122,17,62.0,107.0,OF,2007493,0.241
14474,leonaje01,Jeffrey,Leonard,1987,503,141,19,63.0,68.0,OF,2059919,0.28
14477,leonaje01,Jeffrey,Leonard,1989,566,144,24,93.0,125.0,OF,1935540,0.254
14536,lewisda01,Darren,Lewis,1993,522,132,2,48.0,40.0,OF,286514,0.253
14543,lewisda01,Darren,Lewis,1998,585,157,8,63.0,94.0,OF,736218,0.268
14559,lewisma01,Mark,Lewis,1996,545,147,11,55.0,109.0,2B,1024886,0.27
14561,lewisma01,Mark,Lewis,1998,518,129,9,54.0,111.0,2B,2532589,0.249
14629,liebemi01,Mike,Lieberthal,1999,510,153,31,96.0,86.0,C,3241391,0.3
14633,liebemi01,Mike,Lieberthal,2003,508,159,13,81.0,59.0,C,9456798,0.313
14705,lindad01,Adam,Lind,2009,587,179,35,114.0,110.0,OF,460689,0.305
14706,lindad01,Adam,Lind,2010,569,135,23,72.0,144.0,OF,605367,0.237
14711,lindad01,Adam,Lind,2015,502,139,20,87.0,100.0,OF,7594613,0.277
14722,lindjo01,Jose,Lind,1988,611,160,2,49.0,75.0,2B,152160,0.262
14723,lindjo01,Jose,Lind,1989,578,134,2,48.0,64.0,2B,348397,0.232
14724,lindjo01,Jose,Lind,1990,514,134,1,48.0,52.0,2B,495806,0.261
14725,lindjo01,Jose,Lind,1991,502,133,3,54.0,56.0,2B,1013245,0.265
14729,lindofr01,Francisco,Lindor,2016,604,182,15,78.0,88.0,SS,540300,0.301
14861,loducpa01,Paul,Lo Duca,2002,580,163,10,64.0,31.0,C,729316,0.281
14862,loducpa01,Paul,Lo Duca,2003,568,155,7,52.0,54.0,C,3439231,0.273
14866,loducpa01,Paul,Lo Duca,2006,512,163,5,49.0,38.0,C,7856427,0.318
14883,loftoke01,Kenny,Lofton,1992,576,164,5,42.0,54.0,OF,188174,0.285
14884,loftoke01,Kenny,Lofton,1993,569,185,1,42.0,83.0,OF,747427,0.325
14887,loftoke01,Kenny,Lofton,1996,662,210,14,67.0,82.0,OF,5468611,0.317
14889,loftoke01,Kenny,Lofton,1998,600,169,12,64.0,80.0,OF,11116889,0.282
14891,loftoke01,Kenny,Lofton,2000,543,151,15,73.0,72.0,OF,10453267,0.278
14892,loftoke01,Kenny,Lofton,2001,517,135,14,66.0,69.0,OF,10841649,0.261
14943,loneyja01,James,Loney,2008,595,172,13,90.0,85.0,1B,458158,0.289
14944,loneyja01,James,Loney,2009,576,162,13,90.0,68.0,1B,520205,0.281
